"","session","id","round","effort","payoff","treatment","treatment_id","theta","w","z","k","p","good","bad","succ","fail"
"1304","6_4_15_12pm",77,9,0.42,28.24,"0-1-2-1",1,0,1,2,1,0.71,28.24,8.24,1,0
"1384","6_4_15_12pm",77,10,0.32,37.95,"0-2-2-2",4,0,2,2,2,0.66,37.95,17.95,1,0
"1584","6_4_15_12pm",77,11,0.46,57.88,"0.25-2-4-1",10,0.25,2,4,1,0.605,57.88,17.88,1,0
"1716","6_4_15_12pm",77,12,0.52,17.3,"0.25-2-2-1",8,0.25,2,2,1,0.635,37.3,17.3,0,1
"1894","6_4_15_12pm",77,13,0.36,8.7,"1-1-4-1",20,1,1,4,1,0.18,48.7,8.7,0,1
"2074","6_4_15_12pm",77,14,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"2193","6_4_15_12pm",77,15,0.53,7.19,"1-1-2-1",19,1,1,2,1,0.265,27.19,7.19,0,1
"2283","6_4_15_12pm",77,16,0.51,57.4,"0.5-2-4-1",14,0.5,2,4,1,0.505,57.4,17.4,1,0
"2543","6_4_15_12pm",77,17,0.46,17.88,"0-2-4-1",5,0,2,4,1,0.73,57.88,17.88,0,1
"2623","6_4_15_12pm",77,18,0.48,57.7,"0.75-2-4-1",18,0.75,2,4,1,0.365,57.7,17.7,1,0
"864","6_4_15_12pm",86,1,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"644","6_4_15_12pm",86,2,0,60,"0-2-4-2",6,0,2,4,2,0.5,60,20,1,0
"3514","6_4_15_12pm",86,3,0.5,57.5,"1-2-4-1",23,1,2,4,1,0.25,57.5,17.5,1,0
"2714","6_4_15_12pm",86,4,0.41,16.64,"1-2-2-2",22,1,2,2,2,0.205,36.64,16.64,0,1
"1016","6_4_15_12pm",86,5,0.31,19.04,"1-2-2-1",21,1,2,2,1,0.155,39.04,19.04,0,1
"1024","6_4_15_12pm",86,6,0,50,"0-1-4-1",2,0,1,4,1,0.5,50,10,1,0
"1394","6_4_15_12pm",86,7,0,20,"0-2-2-2",4,0,2,2,2,0.5,40,20,0,1
"1574","6_4_15_12pm",86,8,0.25,19.37,"0.25-2-4-1",10,0.25,2,4,1,0.5,59.38,19.38,0,1
"1774","6_4_15_12pm",86,9,0.25,39.37,"0.25-2-2-1",8,0.25,2,2,1,0.5,39.38,19.38,1,0
"2523","6_4_15_12pm",86,10,0,20,"0-2-4-1",5,0,2,4,1,0.5,60,20,0,1
"2163","6_4_15_12pm",86,11,0.51,7.4,"1-1-2-1",19,1,1,2,1,0.255,27.4,7.4,0,1
"564","6_4_15_12pm",86,12,0,40,"0-2-2-1",3,0,2,2,1,0.5,40,20,1,0
"1204","6_4_15_12pm",86,13,0.52,17.3,"0.75-2-2-1",16,0.75,2,2,1,0.385,37.3,17.3,0,1
"1874","6_4_15_12pm",86,14,0.47,7.79,"1-1-4-1",20,1,1,4,1,0.235,47.79,7.79,0,1
"2054","6_4_15_12pm",86,15,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"1224","6_4_15_12pm",86,16,0,30,"0-1-2-1",1,0,1,2,1,0.5,30,10,1,0
"2303","6_4_15_12pm",86,17,0.5,17.5,"0.5-2-4-1",14,0.5,2,4,1,0.5,57.5,17.5,0,1
"2643","6_4_15_12pm",86,18,0.75,14.37,"0.75-2-4-1",18,0.75,2,4,1,0.5,54.38,14.38,0,1
"2415","6_4_15_12pm",87,1,1,0,"1-2-2-2",22,1,2,2,2,0.5,20,0,0,1
"834","6_4_15_12pm",87,2,0.73,49.34,"1-2-4-2",24,1,2,4,2,0.365,49.34,9.34,1,0
"634","6_4_15_12pm",87,3,0.55,53.95,"0-2-4-2",6,0,2,4,2,0.775,53.95,13.95,1,0
"2473","6_4_15_12pm",87,4,0.62,56.16,"0-2-4-1",5,0,2,4,1,0.81,56.16,16.16,1,0
"1164","6_4_15_12pm",87,5,0.77,34.07,"0.75-2-2-1",16,0.75,2,2,1,0.51,34.07,14.07,1,0
"1044","6_4_15_12pm",87,6,0.26,9.32,"0-1-4-1",2,0,1,4,1,0.63,49.32,9.32,0,1
"594","6_4_15_12pm",87,7,0.43,38.15,"0-2-2-1",3,0,2,2,1,0.715,38.15,18.15,1,0
"2315","6_4_15_12pm",87,8,0.71,54.96,"0.5-2-4-1",14,0.5,2,4,1,0.605,54.96,14.96,1,0
"1616","6_4_15_12pm",87,9,0.74,54.52,"0.25-2-4-1",10,0.25,2,4,1,0.745,54.52,14.52,1,0
"616","6_4_15_12pm",87,10,0.23,39.47,"1-2-2-1",21,1,2,2,1,0.115,39.47,19.47,1,0
"1904","6_4_15_12pm",87,11,0,10,"1-1-4-1",20,1,1,4,1,0,50,10,0,1
"2573","6_4_15_12pm",87,12,1,10,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,0,1
"1364","6_4_15_12pm",87,13,0.61,32.56,"0-2-2-2",4,0,2,2,2,0.805,32.56,12.56,1,0
"2183","6_4_15_12pm",87,14,0.09,9.92,"1-1-2-1",19,1,1,2,1,0.045,29.92,9.92,0,1
"1724","6_4_15_12pm",87,15,0.65,35.77,"0.25-2-2-1",8,0.25,2,2,1,0.7,35.77,15.77,1,0
"2064","6_4_15_12pm",87,16,0.8,33.6,"0.5-2-2-1",12,0.5,2,2,1,0.65,33.6,13.6,1,0
"1324","6_4_15_12pm",87,17,0.82,23.28,"0-1-2-1",1,0,1,2,1,0.91,23.28,3.28,1,0
"3613","6_4_15_12pm",87,18,0.8,53.6,"1-2-4-1",23,1,2,4,1,0.4,53.6,13.6,1,0
"624","6_4_15_12pm",88,1,0.73,49.34,"0-2-4-2",6,0,2,4,2,0.865,49.34,9.34,1,0
"964","6_4_15_12pm",88,2,0.75,44.37,"0-1-4-1",2,0,1,4,1,0.875,44.38,4.38,1,0
"2004","6_4_15_12pm",88,3,0.55,16.97,"0.5-2-2-1",12,0.5,2,2,1,0.525,36.97,16.98,0,1
"1516","6_4_15_12pm",88,4,0.9,11.9,"0.25-2-4-1",10,0.25,2,4,1,0.825,51.9,11.9,0,1
"1694","6_4_15_12pm",88,5,0.8,33.6,"0.25-2-2-1",8,0.25,2,2,1,0.775,33.6,13.6,1,0
"1517","6_4_15_12pm",88,6,0.4,18.4,"1-2-2-1",21,1,2,2,1,0.2,38.4,18.4,0,1
"1124","6_4_15_12pm",88,7,0.4,38.4,"0.75-2-2-1",16,0.75,2,2,1,0.325,38.4,18.4,1,0
"2115","6_4_15_12pm",88,8,0.35,8.77,"1-1-2-1",19,1,1,2,1,0.175,28.77,8.78,0,1
"1434","6_4_15_12pm",88,9,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"2443","6_4_15_12pm",88,10,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2693","6_4_15_12pm",88,11,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"2343","6_4_15_12pm",88,12,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1816","6_4_15_12pm",88,13,0.55,13.95,"1-2-2-2",22,1,2,2,2,0.275,33.95,13.95,0,1
"484","6_4_15_12pm",88,14,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"1844","6_4_15_12pm",88,15,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"904","6_4_15_12pm",88,16,0.5,15,"1-2-4-2",24,1,2,4,2,0.25,55,15,0,1
"1354","6_4_15_12pm",88,17,0.65,5.77,"0-1-2-1",1,0,1,2,1,0.825,25.78,5.77,0,1
"454","6_4_15_12pm",88,18,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"2044","6_4_15_12pm",89,1,0.52,17.3,"0.5-2-2-1",12,0.5,2,2,1,0.51,37.3,17.3,0,1
"816","6_4_15_12pm",89,2,0.51,17.4,"1-2-2-1",21,1,2,2,1,0.255,37.4,17.4,0,1
"974","6_4_15_12pm",89,3,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1674","6_4_15_12pm",89,4,0.51,37.4,"0.25-2-2-1",8,0.25,2,2,1,0.63,37.4,17.4,1,0
"1074","6_4_15_12pm",89,5,0.51,17.4,"0.75-2-2-1",16,0.75,2,2,1,0.38,37.4,17.4,0,1
"817","6_4_15_12pm",89,6,1,0,"1-2-4-2",24,1,2,4,2,0.5,40,0,0,1
"1544","6_4_15_12pm",89,7,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"1854","6_4_15_12pm",89,8,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"504","6_4_15_12pm",89,9,0.51,17.4,"0-2-2-1",3,0,2,2,1,0.755,37.4,17.4,0,1
"3314","6_4_15_12pm",89,10,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"2263","6_4_15_12pm",89,11,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1717","6_4_15_12pm",89,12,0.51,14.8,"1-2-2-2",22,1,2,2,2,0.255,34.8,14.8,0,1
"1494","6_4_15_12pm",89,13,0.51,34.8,"0-2-2-2",4,0,2,2,2,0.755,34.8,14.8,1,0
"2423","6_4_15_12pm",89,14,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2223","6_4_15_12pm",89,15,0.51,7.4,"1-1-2-1",19,1,1,2,1,0.255,27.4,7.4,0,1
"1344","6_4_15_12pm",89,16,0.51,27.4,"0-1-2-1",1,0,1,2,1,0.755,27.4,7.4,1,0
"724","6_4_15_12pm",89,17,0.51,54.8,"0-2-4-2",6,0,2,4,2,0.755,54.8,14.8,1,0
"2583","6_4_15_12pm",89,18,1,10,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,0,1
"1134","6_4_15_12pm",90,1,0.77,34.07,"0.75-2-2-1",16,0.75,2,2,1,0.51,34.07,14.07,1,0
"1216","6_4_15_12pm",90,2,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"534","6_4_15_12pm",90,3,0.7,35.1,"0-2-2-1",3,0,2,2,1,0.85,35.1,15.1,1,0
"794","6_4_15_12pm",90,4,0.7,10.2,"1-2-4-2",24,1,2,4,2,0.35,50.2,10.2,0,1
"2503","6_4_15_12pm",90,5,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1464","6_4_15_12pm",90,6,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"2153","6_4_15_12pm",90,7,0.02,10,"1-1-2-1",19,1,1,2,1,0.01,30,10,0,1
"1784","6_4_15_12pm",90,8,0.7,15.1,"0.25-2-2-1",8,0.25,2,2,1,0.725,35.1,15.1,0,1
"3713","6_4_15_12pm",90,9,0.7,55.1,"1-2-4-1",23,1,2,4,1,0.35,55.1,15.1,1,0
"2084","6_4_15_12pm",90,10,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"944","6_4_15_12pm",90,11,0.7,5.1,"0-1-4-1",2,0,1,4,1,0.85,45.1,5.1,0,1
"1524","6_4_15_12pm",90,12,0.85,52.78,"0.25-2-4-1",10,0.25,2,4,1,0.8,52.77,12.78,1,0
"2914","6_4_15_12pm",90,13,0.5,35,"1-2-2-2",22,1,2,2,2,0.25,35,15,1,0
"674","6_4_15_12pm",90,14,0.7,50.2,"0-2-4-2",6,0,2,4,2,0.85,50.2,10.2,1,0
"2393","6_4_15_12pm",90,15,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1864","6_4_15_12pm",90,16,0.7,45.1,"1-1-4-1",20,1,1,4,1,0.35,45.1,5.1,1,0
"2673","6_4_15_12pm",90,17,0.75,14.37,"0.75-2-4-1",18,0.75,2,4,1,0.5,54.38,14.38,0,1
"1316","6_4_15_12pm",90,18,0.7,5.1,"0-1-2-1",1,0,1,2,1,0.85,25.1,5.1,0,1
"2463","6_4_15_12pm",91,1,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1684","6_4_15_12pm",91,2,0.56,36.86,"0.25-2-2-1",8,0.25,2,2,1,0.655,36.86,16.86,1,0
"2814","6_4_15_12pm",91,3,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"494","6_4_15_12pm",91,4,0,40,"0-2-2-1",3,0,2,2,1,0.5,40,20,1,0
"1194","6_4_15_12pm",91,5,0.9,11.9,"0.75-2-2-1",16,0.75,2,2,1,0.575,31.9,11.9,0,1
"2215","6_4_15_12pm",91,6,0.96,20.78,"1-1-2-1",19,1,1,2,1,0.48,20.78,0.78,1,0
"1884","6_4_15_12pm",91,7,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"3214","6_4_15_12pm",91,8,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"2615","6_4_15_12pm",91,9,0.95,50.97,"0.75-2-4-1",18,0.75,2,4,1,0.6,50.98,10.98,1,0
"694","6_4_15_12pm",91,10,0.5,55,"0-2-4-2",6,0,2,4,2,0.75,55,15,1,0
"934","6_4_15_12pm",91,11,0.78,43.92,"0-1-4-1",2,0,1,4,1,0.89,43.92,3.92,1,0
"764","6_4_15_12pm",91,12,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"2105","6_4_15_12pm",91,13,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"2333","6_4_15_12pm",91,14,0.9,51.9,"0.5-2-4-1",14,0.5,2,4,1,0.7,51.9,11.9,1,0
"1416","6_4_15_12pm",91,15,0.38,37.11,"0-2-2-2",4,0,2,2,2,0.69,37.11,17.11,1,0
"1294","6_4_15_12pm",91,16,0.47,27.79,"0-1-2-1",1,0,1,2,1,0.735,27.79,7.79,1,0
"1534","6_4_15_12pm",91,17,0.68,55.38,"0.25-2-4-1",10,0.25,2,4,1,0.715,55.38,15.38,1,0
"2034","6_4_15_12pm",91,18,0.85,32.78,"0.5-2-2-1",12,0.5,2,2,1,0.675,32.77,12.78,1,0
"3414","6_4_15_12pm",78,1,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"1824","6_4_15_12pm",78,2,1,40,"1-1-4-1",20,1,1,4,1,0.5,40,0,1,0
"2273","6_4_15_12pm",78,3,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1634","6_4_15_12pm",78,4,0.99,50.2,"0.25-2-4-1",10,0.25,2,4,1,0.87,50.2,10.2,1,0
"1217","6_4_15_12pm",78,5,0.99,20.2,"0-1-2-1",1,0,1,2,1,0.995,20.2,0.2,1,0
"617","6_4_15_12pm",78,6,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"954","6_4_15_12pm",78,7,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1474","6_4_15_12pm",78,8,0.7,10.2,"0-2-2-2",4,0,2,2,2,0.85,30.2,10.2,0,1
"1064","6_4_15_12pm",78,9,1,30,"0.75-2-2-1",16,0.75,2,2,1,0.625,30,10,1,0
"2016","6_4_15_12pm",78,10,1,0,"1-2-2-2",22,1,2,2,2,0.5,20,0,0,1
"524","6_4_15_12pm",78,11,0.83,33.11,"0-2-2-1",3,0,2,2,1,0.915,33.11,13.11,1,0
"854","6_4_15_12pm",78,12,0.89,4.16,"1-2-4-2",24,1,2,4,2,0.445,44.16,4.16,0,1
"2253","6_4_15_12pm",78,13,0.17,9.71,"1-1-2-1",19,1,1,2,1,0.085,29.71,9.71,0,1
"1764","6_4_15_12pm",78,14,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"1964","6_4_15_12pm",78,15,1,30,"0.5-2-2-1",12,0.5,2,2,1,0.75,30,10,1,0
"916","6_4_15_12pm",78,16,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"2633","6_4_15_12pm",78,17,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"2416","6_4_15_12pm",78,18,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2515","6_4_15_12pm",79,1,0.1,19.8,"1-2-2-2",22,1,2,2,2,0.05,39.8,19.8,0,1
"1317","6_4_15_12pm",79,2,0.4,18.4,"1-2-2-1",21,1,2,2,1,0.2,38.4,18.4,0,1
"1374","6_4_15_12pm",79,3,0.47,35.58,"0-2-2-2",4,0,2,2,2,0.735,35.58,15.58,1,0
"2024","6_4_15_12pm",79,4,0.55,16.97,"0.5-2-2-1",12,0.5,2,2,1,0.525,36.97,16.98,0,1
"2553","6_4_15_12pm",79,5,0.47,57.79,"0-2-4-1",5,0,2,4,1,0.735,57.79,17.79,1,0
"2323","6_4_15_12pm",79,6,0.66,55.64,"0.5-2-4-1",14,0.5,2,4,1,0.58,55.64,15.64,1,0
"544","6_4_15_12pm",79,7,0.27,39.27,"0-2-2-1",3,0,2,2,1,0.635,39.27,19.27,1,0
"1624","6_4_15_12pm",79,8,0.35,58.77,"0.25-2-4-1",10,0.25,2,4,1,0.55,58.78,18.77,1,0
"744","6_4_15_12pm",79,9,0.26,58.65,"0-2-4-2",6,0,2,4,2,0.63,58.65,18.65,1,0
"434","6_4_15_12pm",79,10,0.06,19.96,"1-2-4-1",23,1,2,4,1,0.03,59.96,19.96,0,1
"1664","6_4_15_12pm",79,11,0.45,37.98,"0.25-2-2-1",8,0.25,2,2,1,0.6,37.98,17.97,1,0
"2563","6_4_15_12pm",79,12,0.44,58.06,"0.75-2-4-1",18,0.75,2,4,1,0.345,58.06,18.06,1,0
"1264","6_4_15_12pm",79,13,0,10,"0-1-2-1",1,0,1,2,1,0.5,30,10,0,1
"2243","6_4_15_12pm",79,14,0.29,9.16,"1-1-2-1",19,1,1,2,1,0.145,29.16,9.16,0,1
"984","6_4_15_12pm",79,15,0.4,48.4,"0-1-4-1",2,0,1,4,1,0.7,48.4,8.4,1,0
"884","6_4_15_12pm",79,16,0.46,55.77,"1-2-4-2",24,1,2,4,2,0.23,55.77,15.77,1,0
"1924","6_4_15_12pm",79,17,0.42,8.24,"1-1-4-1",20,1,1,4,1,0.21,48.24,8.24,0,1
"1107","6_4_15_12pm",79,18,0.21,39.56,"0.75-2-2-1",16,0.75,2,2,1,0.23,39.56,19.56,1,0
"1617","6_4_15_12pm",80,1,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1994","6_4_15_12pm",80,2,0.29,19.16,"0.5-2-2-1",12,0.5,2,2,1,0.395,39.16,19.16,0,1
"1184","6_4_15_12pm",80,3,0,20,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,0,1
"2593","6_4_15_12pm",80,4,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"1834","6_4_15_12pm",80,5,0,10,"1-1-4-1",20,1,1,4,1,0,50,10,0,1
"1744","6_4_15_12pm",80,6,1,10,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,0,1
"1604","6_4_15_12pm",80,7,0.69,15.24,"0.25-2-4-1",10,0.25,2,4,1,0.72,55.24,15.24,0,1
"584","6_4_15_12pm",80,8,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"716","6_4_15_12pm",80,9,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1404","6_4_15_12pm",80,10,0.01,40,"0-2-2-2",4,0,2,2,2,0.505,40,20,1,0
"664","6_4_15_12pm",80,11,0.47,55.58,"0-2-4-2",6,0,2,4,2,0.735,55.58,15.58,1,0
"2233","6_4_15_12pm",80,12,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"2516","6_4_15_12pm",80,13,0.52,57.3,"0-2-4-1",5,0,2,4,1,0.76,57.3,17.3,1,0
"397","6_4_15_12pm",80,14,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"2373","6_4_15_12pm",80,15,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1254","6_4_15_12pm",80,16,0.65,25.77,"0-1-2-1",1,0,1,2,1,0.825,25.78,5.77,1,0
"1054","6_4_15_12pm",80,17,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"784","6_4_15_12pm",80,18,0.37,17.26,"1-2-4-2",24,1,2,4,2,0.185,57.26,17.26,0,1
"2116","6_4_15_12pm",81,1,0.62,12.31,"1-2-2-2",22,1,2,2,2,0.31,32.31,12.31,0,1
"2293","6_4_15_12pm",81,2,0.55,56.97,"0.5-2-4-1",14,0.5,2,4,1,0.525,56.97,16.98,1,0
"1734","6_4_15_12pm",81,3,0.64,35.9,"0.25-2-2-1",8,0.25,2,2,1,0.695,35.9,15.9,1,0
"424","6_4_15_12pm",81,4,0.52,17.3,"1-2-4-1",23,1,2,4,1,0.26,57.3,17.3,0,1
"994","6_4_15_12pm",81,5,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"2703","6_4_15_12pm",81,6,0.63,56.03,"0.75-2-4-1",18,0.75,2,4,1,0.44,56.03,16.03,1,0
"1484","6_4_15_12pm",81,7,0.53,34.38,"0-2-2-2",4,0,2,2,2,0.765,34.38,14.38,1,0
"717","6_4_15_12pm",81,8,0.58,13.27,"0-2-4-2",6,0,2,4,2,0.79,53.27,13.27,0,1
"1116","6_4_15_12pm",81,9,0.4,38.4,"0.75-2-2-1",16,0.75,2,2,1,0.325,38.4,18.4,1,0
"1954","6_4_15_12pm",81,10,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"1417","6_4_15_12pm",81,11,0.44,38.06,"1-2-2-1",21,1,2,2,1,0.22,38.06,18.06,1,0
"2433","6_4_15_12pm",81,12,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2106","6_4_15_12pm",81,13,0.41,38.32,"0.5-2-2-1",12,0.5,2,2,1,0.455,38.32,18.32,1,0
"554","6_4_15_12pm",81,14,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"2123","6_4_15_12pm",81,15,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"844","6_4_15_12pm",81,16,0.43,16.3,"1-2-4-2",24,1,2,4,2,0.215,56.3,16.3,0,1
"1594","6_4_15_12pm",81,17,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"1234","6_4_15_12pm",81,18,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"1817","6_4_15_12pm",82,1,0.51,7.4,"1-1-4-1",20,1,1,4,1,0.255,47.4,7.4,0,1
"1974","6_4_15_12pm",82,2,0.53,17.19,"0.5-2-2-1",12,0.5,2,2,1,0.515,37.19,17.19,0,1
"1174","6_4_15_12pm",82,3,0.3,19.1,"0.75-2-2-1",16,0.75,2,2,1,0.275,39.1,19.1,0,1
"1644","6_4_15_12pm",82,4,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"2483","6_4_15_12pm",82,5,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"444","6_4_15_12pm",82,6,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"2316","6_4_15_12pm",82,7,1,20,"1-2-2-2",22,1,2,2,2,0.5,20,0,1,0
"684","6_4_15_12pm",82,8,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"398","6_4_15_12pm",82,9,1,10,"1-2-2-1",21,1,2,2,1,0.5,30,10,0,1
"2173","6_4_15_12pm",82,10,1,20,"1-1-2-1",19,1,1,2,1,0.5,20,0,1,0
"1804","6_4_15_12pm",82,11,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"474","6_4_15_12pm",82,12,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"1444","6_4_15_12pm",82,13,1,20,"0-2-2-2",4,0,2,2,2,1,20,0,1,0
"2603","6_4_15_12pm",82,14,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"1034","6_4_15_12pm",82,15,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"2363","6_4_15_12pm",82,16,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"804","6_4_15_12pm",82,17,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"1244","6_4_15_12pm",82,18,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"2133","6_4_15_12pm",83,1,0,10,"1-1-2-1",19,1,1,2,1,0,30,10,0,1
"2533","6_4_15_12pm",83,2,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1564","6_4_15_12pm",83,3,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"2383","6_4_15_12pm",83,4,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"416","6_4_15_12pm",83,5,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"2017","6_4_15_12pm",83,6,0,20,"0.5-2-2-1",12,0.5,2,2,1,0.25,40,20,0,1
"774","6_4_15_12pm",83,7,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"2683","6_4_15_12pm",83,8,0,20,"0.75-2-4-1",18,0.75,2,4,1,0.125,60,20,0,1
"1794","6_4_15_12pm",83,9,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"3014","6_4_15_12pm",83,10,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1154","6_4_15_12pm",83,11,0,20,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,0,1
"924","6_4_15_12pm",83,12,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1334","6_4_15_12pm",83,13,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"417","6_4_15_12pm",83,14,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1934","6_4_15_12pm",83,15,0,10,"1-1-4-1",20,1,1,4,1,0,50,10,0,1
"464","6_4_15_12pm",83,16,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"734","6_4_15_12pm",83,17,1,40,"0-2-4-2",6,0,2,4,2,1,40,0,1,0
"1424","6_4_15_12pm",83,18,0,20,"0-2-2-2",4,0,2,2,2,0.5,40,20,0,1
"654","6_4_15_12pm",84,1,0.55,53.95,"0-2-4-2",6,0,2,4,2,0.775,53.95,13.95,1,0
"2663","6_4_15_12pm",84,2,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"1454","6_4_15_12pm",84,3,0.61,32.56,"0-2-2-2",4,0,2,2,2,0.805,32.56,12.56,1,0
"3813","6_4_15_12pm",84,4,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"1944","6_4_15_12pm",84,5,0.68,5.38,"1-1-4-1",20,1,1,4,1,0.34,45.38,5.38,0,1
"2493","6_4_15_12pm",84,6,0.85,52.78,"0-2-4-1",5,0,2,4,1,0.925,52.77,12.78,1,0
"2203","6_4_15_12pm",84,7,0.01,10,"1-1-2-1",19,1,1,2,1,0.005,30,10,0,1
"574","6_4_15_12pm",84,8,0.65,15.77,"0-2-2-1",3,0,2,2,1,0.825,35.77,15.77,0,1
"1554","6_4_15_12pm",84,9,1,50,"0.25-2-4-1",10,0.25,2,4,1,0.875,50,10,1,0
"2094","6_4_15_12pm",84,10,1,30,"0.5-2-2-1",12,0.5,2,2,1,0.75,30,10,1,0
"517","6_4_15_12pm",84,11,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"874","6_4_15_12pm",84,12,0,20,"1-2-4-2",24,1,2,4,2,0,60,20,0,1
"1274","6_4_15_12pm",84,13,0.73,24.67,"0-1-2-1",1,0,1,2,1,0.865,24.67,4.67,1,0
"1754","6_4_15_12pm",84,14,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
