"","session","id","round","effort","payoff","treatment","treatment_id","theta","w","z","k","p","good","bad","succ","fail"
"522","6_2_15_12pm",54,1,0.25,9.37,"1-1-2-1",19,1,1,2,1,0.125,29.38,9.38,0,1
"1513","6_2_15_12pm",54,2,0.38,8.56,"0.5-1-2-1",11,0.5,1,2,1,0.44,28.56,8.56,0,1
"742","6_2_15_12pm",54,3,0.69,50.48,"0-2-4-2",6,0,2,4,2,0.845,50.48,10.48,1,0
"3412","6_2_15_12pm",54,4,0.44,38.06,"0-2-2-1",3,0,2,2,1,0.72,38.06,18.06,1,0
"2002","6_2_15_12pm",54,5,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"592","6_2_15_12pm",54,6,0.29,49.16,"0-1-4-1",2,0,1,4,1,0.645,49.16,9.16,1,0
"1112","6_2_15_12pm",54,7,0.31,19.04,"0.75-2-2-1",16,0.75,2,2,1,0.28,39.04,19.04,0,1
"1812","6_2_15_12pm",54,8,0.43,18.15,"0-2-4-1",5,0,2,4,1,0.715,58.15,18.15,0,1
"2912","6_2_15_12pm",54,9,0.43,36.3,"0-2-2-2",4,0,2,2,2,0.715,36.3,16.3,1,0
"1412","6_2_15_12pm",54,10,0.22,49.52,"1-1-4-1",20,1,1,4,1,0.11,49.52,9.52,1,0
"1892","6_2_15_12pm",54,11,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"982","6_2_15_12pm",54,12,0.61,12.56,"0.25-2-2-2",9,0.25,2,2,2,0.68,32.56,12.56,0,1
"1562","6_2_15_12pm",54,13,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1762","6_2_15_12pm",54,14,0.5,15,"0.75-2-2-2",17,0.75,2,2,2,0.375,35,15,0,1
"1312","6_2_15_12pm",54,15,0.54,34.17,"0.5-2-2-2",13,0.5,2,2,2,0.52,34.17,14.17,1,0
"1092","6_2_15_12pm",54,16,0.22,19.03,"1-2-4-2",24,1,2,4,2,0.11,59.03,19.03,0,1
"1792","6_2_15_12pm",54,17,0.7,15.1,"0.5-2-2-1",12,0.5,2,2,1,0.6,35.1,15.1,0,1
"782","6_2_15_12pm",54,18,0.62,6.16,"0.25-1-2-1",7,0.25,1,2,1,0.685,26.16,6.16,0,1
"1182","6_2_15_12pm",54,19,0.5,27.5,"0-1-2-1",1,0,1,2,1,0.75,27.5,7.5,1,0
"1582","6_2_15_12pm",55,1,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"862","6_2_15_12pm",55,2,0.5,7.5,"0.25-1-2-1",7,0.25,1,2,1,0.625,27.5,7.5,0,1
"1742","6_2_15_12pm",55,3,0.33,17.82,"0.75-2-2-2",17,0.75,2,2,2,0.29,37.82,17.82,0,1
"2412","6_2_15_12pm",55,4,0.35,37.55,"0-2-2-2",4,0,2,2,2,0.675,37.55,17.55,1,0
"512","6_2_15_12pm",55,5,0.57,6.75,"1-1-2-1",19,1,1,2,1,0.285,26.75,6.75,0,1
"622","6_2_15_12pm",55,6,0.6,6.4,"0-1-4-1",2,0,1,4,1,0.8,46.4,6.4,0,1
"1362","6_2_15_12pm",55,7,0.51,7.4,"1-1-4-1",20,1,1,4,1,0.255,47.4,7.4,0,1
"1202","6_2_15_12pm",55,8,0.5,27.5,"0-1-2-1",1,0,1,2,1,0.75,27.5,7.5,1,0
"1952","6_2_15_12pm",55,9,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"1502","6_2_15_12pm",55,10,0.5,7.5,"0.5-1-2-1",11,0.5,1,2,1,0.5,27.5,7.5,0,1
"1302","6_2_15_12pm",55,11,0.5,15,"0.5-2-2-2",13,0.5,2,2,2,0.5,35,15,0,1
"912","6_2_15_12pm",55,12,0.68,10.75,"0.25-2-2-2",9,0.25,2,2,2,0.715,30.75,10.75,0,1
"1082","6_2_15_12pm",55,13,0.7,10.2,"1-2-4-2",24,1,2,4,2,0.35,50.2,10.2,0,1
"412","6_2_15_12pm",55,14,0.64,35.9,"0-2-2-1",3,0,2,2,1,0.82,35.9,15.9,1,0
"692","6_2_15_12pm",55,15,0.68,50.75,"0-2-4-2",6,0,2,4,2,0.84,50.75,10.75,1,0
"2012","6_2_15_12pm",55,16,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"2112","6_2_15_12pm",55,17,0.69,55.24,"0-2-4-1",5,0,2,4,1,0.845,55.24,15.24,1,0
"1802","6_2_15_12pm",55,18,0.9,31.9,"0.5-2-2-1",12,0.5,2,2,1,0.7,31.9,11.9,1,0
"413","6_2_15_12pm",55,19,0.94,31.16,"0.75-2-2-1",16,0.75,2,2,1,0.595,31.16,11.16,1,0
"1413","6_2_15_12pm",56,1,0.71,54.96,"0-2-4-1",5,0,2,4,1,0.855,54.96,14.96,1,0
"2312","6_2_15_12pm",56,2,0.43,16.3,"0-2-2-2",4,0,2,2,2,0.715,36.3,16.3,0,1
"1072","6_2_15_12pm",56,3,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"892","6_2_15_12pm",56,4,0.5,35,"0.25-2-2-2",9,0.25,2,2,2,0.625,35,15,1,0
"1492","6_2_15_12pm",56,5,0.64,5.9,"0.5-1-2-1",11,0.5,1,2,1,0.57,25.9,5.9,0,1
"822","6_2_15_12pm",56,6,0.42,28.24,"0.25-1-2-1",7,0.25,1,2,1,0.585,28.24,8.24,1,0
"2022","6_2_15_12pm",56,7,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"1272","6_2_15_12pm",56,8,0.7,30.2,"0.5-2-2-2",13,0.5,2,2,2,0.6,30.2,10.2,1,0
"1732","6_2_15_12pm",56,9,0.85,25.55,"0.75-2-2-2",17,0.75,2,2,2,0.55,25.55,5.55,1,0
"422","6_2_15_12pm",56,10,0,20,"0-2-2-1",3,0,2,2,1,0.5,40,20,0,1
"1332","6_2_15_12pm",56,11,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"762","6_2_15_12pm",56,12,0,60,"0-2-4-2",6,0,2,4,2,0.5,60,20,1,0
"1852","6_2_15_12pm",56,13,0.56,36.86,"0.5-2-2-1",12,0.5,2,2,1,0.53,36.86,16.86,1,0
"1632","6_2_15_12pm",56,14,0.96,1.57,"1-2-2-2",22,1,2,2,2,0.48,21.57,1.57,0,1
"1192","6_2_15_12pm",56,15,0.83,23.11,"0-1-2-1",1,0,1,2,1,0.915,23.11,3.11,1,0
"1982","6_2_15_12pm",56,16,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"632","6_2_15_12pm",56,17,0.68,45.38,"0-1-4-1",2,0,1,4,1,0.84,45.38,5.38,1,0
"913","6_2_15_12pm",56,18,0.81,13.44,"0.75-2-2-1",16,0.75,2,2,1,0.53,33.44,13.44,0,1
"482","6_2_15_12pm",56,19,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"1402","6_2_15_12pm",57,1,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"3212","6_2_15_12pm",57,2,0.17,39.42,"0-2-2-2",4,0,2,2,2,0.585,39.42,19.42,1,0
"1912","6_2_15_12pm",57,3,0,20,"1-2-4-1",23,1,2,4,1,0,60,20,0,1
"442","6_2_15_12pm",57,4,0.29,19.16,"0-2-2-1",3,0,2,2,1,0.645,39.16,19.16,0,1
"1712","6_2_15_12pm",57,5,0.3,59.1,"0-2-4-1",5,0,2,4,1,0.65,59.1,19.1,1,0
"712","6_2_15_12pm",57,6,0.23,18.94,"0-2-4-2",6,0,2,4,2,0.615,58.94,18.94,0,1
"1122","6_2_15_12pm",57,7,0.31,29.04,"0-1-2-1",1,0,1,2,1,0.655,29.04,9.04,1,0
"2062","6_2_15_12pm",57,8,0.09,19.92,"1-2-2-1",21,1,2,2,1,0.045,39.92,19.92,0,1
"832","6_2_15_12pm",57,9,0.14,9.8,"0.25-1-2-1",7,0.25,1,2,1,0.445,29.8,9.8,0,1
"642","6_2_15_12pm",57,10,0.4,8.4,"0-1-4-1",2,0,1,4,1,0.7,48.4,8.4,0,1
"1552","6_2_15_12pm",57,11,0.22,19.03,"1-2-2-2",22,1,2,2,2,0.11,39.03,19.03,0,1
"1262","6_2_15_12pm",57,12,0.22,39.03,"0.5-2-2-2",13,0.5,2,2,2,0.36,39.03,19.03,1,0
"1752","6_2_15_12pm",57,13,0.25,18.75,"0.75-2-2-2",17,0.75,2,2,2,0.25,38.75,18.75,0,1
"1462","6_2_15_12pm",57,14,0.47,27.79,"0.5-1-2-1",11,0.5,1,2,1,0.485,27.79,7.79,1,0
"713","6_2_15_12pm",57,15,0.46,17.88,"0.75-2-2-1",16,0.75,2,2,1,0.355,37.88,17.88,0,1
"922","6_2_15_12pm",57,16,0.28,38.43,"0.25-2-2-2",9,0.25,2,2,2,0.515,38.43,18.43,1,0
"1103","6_2_15_12pm",57,17,0.51,14.8,"1-2-4-2",24,1,2,4,2,0.255,54.8,14.8,0,1
"552","6_2_15_12pm",57,18,0.17,9.71,"1-1-2-1",19,1,1,2,1,0.085,29.71,9.71,0,1
"1832","6_2_15_12pm",57,19,0.2,19.6,"0.5-2-2-1",12,0.5,2,2,1,0.35,39.6,19.6,0,1
"1972","6_2_15_12pm",58,1,0.64,15.9,"1-2-4-1",23,1,2,4,1,0.32,55.9,15.9,0,1
"652","6_2_15_12pm",58,2,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1372","6_2_15_12pm",58,3,0.92,1.54,"1-1-4-1",20,1,1,4,1,0.46,41.54,1.54,0,1
"1692","6_2_15_12pm",58,4,0.49,15.2,"0.75-2-2-2",17,0.75,2,2,2,0.37,35.2,15.2,0,1
"393","6_2_15_12pm",58,5,0.7,15.1,"0.75-2-2-1",16,0.75,2,2,1,0.475,35.1,15.1,0,1
"802","6_2_15_12pm",58,6,1,20,"0.25-1-2-1",7,0.25,1,2,1,0.875,20,0,1,0
"732","6_2_15_12pm",58,7,0.71,49.92,"0-2-4-2",6,0,2,4,2,0.855,49.92,9.92,1,0
"1032","6_2_15_12pm",58,8,0.47,15.58,"1-2-4-2",24,1,2,4,2,0.235,55.58,15.58,0,1
"902","6_2_15_12pm",58,9,0.5,35,"0.25-2-2-2",9,0.25,2,2,2,0.625,35,15,1,0
"1442","6_2_15_12pm",58,10,1,20,"0.5-1-2-1",11,0.5,1,2,1,0.75,20,0,1,0
"3312","6_2_15_12pm",58,11,0.25,38.75,"0-2-2-2",4,0,2,2,2,0.625,38.75,18.75,1,0
"394","6_2_15_12pm",58,12,0.58,36.64,"0-2-2-1",3,0,2,2,1,0.79,36.64,16.64,1,0
"1622","6_2_15_12pm",58,13,0.3,18.2,"1-2-2-2",22,1,2,2,2,0.15,38.2,18.2,0,1
"1113","6_2_15_12pm",58,14,0.62,6.16,"0-1-2-1",1,0,1,2,1,0.81,26.16,6.16,0,1
"1322","6_2_15_12pm",58,15,0.48,35.39,"0.5-2-2-2",13,0.5,2,2,2,0.49,35.39,15.39,1,0
"2032","6_2_15_12pm",58,16,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"462","6_2_15_12pm",58,17,0.6,26.4,"1-1-2-1",19,1,1,2,1,0.3,26.4,6.4,1,0
"1913","6_2_15_12pm",58,18,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1822","6_2_15_12pm",58,19,0.47,17.79,"0.5-2-2-1",12,0.5,2,2,1,0.485,37.79,17.79,0,1
"1882","6_2_15_12pm",59,1,0.95,50.97,"1-2-4-1",23,1,2,4,1,0.475,50.98,10.98,1,0
"1052","6_2_15_12pm",59,2,0.75,48.75,"1-2-4-2",24,1,2,4,2,0.375,48.75,8.75,1,0
"1672","6_2_15_12pm",59,3,0.5,15,"0.75-2-2-2",17,0.75,2,2,2,0.375,35,15,0,1
"1613","6_2_15_12pm",59,4,0.76,54.22,"0-2-4-1",5,0,2,4,1,0.88,54.22,14.22,1,0
"1012","6_2_15_12pm",59,5,0.75,14.37,"0.75-2-2-1",16,0.75,2,2,1,0.5,34.38,14.38,0,1
"1292","6_2_15_12pm",59,6,0.65,31.55,"0.5-2-2-2",13,0.5,2,2,2,0.575,31.55,11.55,1,0
"602","6_2_15_12pm",59,7,0.54,47.08,"0-1-4-1",2,0,1,4,1,0.77,47.08,7.08,1,0
"952","6_2_15_12pm",59,8,0.35,37.55,"0.25-2-2-2",9,0.25,2,2,2,0.55,37.55,17.55,1,0
"852","6_2_15_12pm",59,9,0.35,28.77,"0.25-1-2-1",7,0.25,1,2,1,0.55,28.77,8.78,1,0
"2042","6_2_15_12pm",59,10,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"1532","6_2_15_12pm",59,11,0.5,7.5,"0.5-1-2-1",11,0.5,1,2,1,0.5,27.5,7.5,0,1
"1872","6_2_15_12pm",59,12,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"1352","6_2_15_12pm",59,13,0.51,47.4,"1-1-4-1",20,1,1,4,1,0.255,47.4,7.4,1,0
"2612","6_2_15_12pm",59,14,0.04,19.97,"0-2-2-2",4,0,2,2,2,0.52,39.97,19.97,0,1
"3711","6_2_15_12pm",59,15,0.5,37.5,"0-2-2-1",3,0,2,2,1,0.75,37.5,17.5,1,0
"722","6_2_15_12pm",59,16,0.51,14.8,"0-2-4-2",6,0,2,4,2,0.755,54.8,14.8,0,1
"472","6_2_15_12pm",59,17,0.51,7.4,"1-1-2-1",19,1,1,2,1,0.255,27.4,7.4,0,1
"1602","6_2_15_12pm",59,18,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1172","6_2_15_12pm",59,19,0.5,7.5,"0-1-2-1",1,0,1,2,1,0.75,27.5,7.5,0,1
"3811","6_2_15_12pm",60,1,0.7,35.1,"0-2-2-1",3,0,2,2,1,0.85,35.1,15.1,1,0
"772","6_2_15_12pm",60,2,0.5,55,"0-2-4-2",6,0,2,4,2,0.75,55,15,1,0
"1472","6_2_15_12pm",60,3,0.7,25.1,"0.5-1-2-1",11,0.5,1,2,1,0.6,25.1,5.1,1,0
"2072","6_2_15_12pm",60,4,0,20,"1-2-2-1",21,1,2,2,1,0,40,20,0,1
"1422","6_2_15_12pm",60,5,0.31,9.04,"1-1-4-1",20,1,1,4,1,0.155,49.04,9.04,0,1
"1142","6_2_15_12pm",60,6,0.7,25.1,"0-1-2-1",1,0,1,2,1,0.85,25.1,5.1,1,0
"1313","6_2_15_12pm",60,7,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"452","6_2_15_12pm",60,8,0.31,9.04,"1-1-2-1",19,1,1,2,1,0.155,29.04,9.04,0,1
"1592","6_2_15_12pm",60,9,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"1942","6_2_15_12pm",60,10,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"3112","6_2_15_12pm",60,11,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"1713","6_2_15_12pm",60,12,0,20,"0.75-2-2-2",17,0.75,2,2,2,0.125,40,20,0,1
"812","6_2_15_12pm",60,13,0.7,25.1,"0.25-1-2-1",7,0.25,1,2,1,0.725,25.1,5.1,1,0
"1002","6_2_15_12pm",60,14,0.5,15,"1-2-4-2",24,1,2,4,2,0.25,55,15,0,1
"2102","6_2_15_12pm",60,15,0,20,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,0,1
"1232","6_2_15_12pm",60,16,0.5,35,"0.5-2-2-2",13,0.5,2,2,2,0.5,35,15,1,0
"962","6_2_15_12pm",60,17,0.59,33.04,"0.25-2-2-2",9,0.25,2,2,2,0.67,33.04,13.04,1,0
"572","6_2_15_12pm",60,18,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"1842","6_2_15_12pm",60,19,0.5,37.5,"0.5-2-2-1",12,0.5,2,2,1,0.5,37.5,17.5,1,0
"842","6_2_15_12pm",61,1,0.45,27.98,"0.25-1-2-1",7,0.25,1,2,1,0.6,27.97,7.97,1,0
"1212","6_2_15_12pm",61,2,0.38,28.56,"0-1-2-1",1,0,1,2,1,0.69,28.56,8.56,1,0
"1222","6_2_15_12pm",61,3,0.68,30.75,"0.5-2-2-2",13,0.5,2,2,2,0.59,30.75,10.75,1,0
"1682","6_2_15_12pm",61,4,0.95,21.95,"0.75-2-2-2",17,0.75,2,2,2,0.6,21.95,1.95,1,0
"1922","6_2_15_12pm",61,5,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"532","6_2_15_12pm",61,6,0.93,1.35,"1-1-2-1",19,1,1,2,1,0.465,21.35,1.35,0,1
"1342","6_2_15_12pm",61,7,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"2212","6_2_15_12pm",61,8,0.36,58.7,"0-2-4-1",5,0,2,4,1,0.68,58.7,18.7,1,0
"1572","6_2_15_12pm",61,9,0,20,"1-2-2-2",22,1,2,2,2,0,40,20,0,1
"1013","6_2_15_12pm",61,10,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"702","6_2_15_12pm",61,11,0.36,17.41,"0-2-4-2",6,0,2,4,2,0.68,57.41,17.41,0,1
"3512","6_2_15_12pm",61,12,0.8,33.6,"0-2-2-1",3,0,2,2,1,0.9,33.6,13.6,1,0
"513","6_2_15_12pm",61,13,1,10,"0.75-2-2-1",16,0.75,2,2,1,0.625,30,10,0,1
"972","6_2_15_12pm",61,14,0.69,30.48,"0.25-2-2-2",9,0.25,2,2,2,0.72,30.48,10.48,1,0
"1782","6_2_15_12pm",61,15,0.86,32.6,"0.5-2-2-1",12,0.5,2,2,1,0.68,32.6,12.6,1,0
"2512","6_2_15_12pm",61,16,0.46,35.77,"0-2-2-2",4,0,2,2,2,0.73,35.77,15.77,1,0
"2082","6_2_15_12pm",61,17,0.49,37.6,"1-2-2-1",21,1,2,2,1,0.245,37.6,17.6,1,0
"1452","6_2_15_12pm",61,18,0.78,3.92,"0.5-1-2-1",11,0.5,1,2,1,0.64,23.92,3.92,0,1
"582","6_2_15_12pm",61,19,0.4,8.4,"0-1-4-1",2,0,1,4,1,0.7,48.4,8.4,0,1
"492","6_2_15_12pm",52,1,0.39,8.48,"1-1-2-1",19,1,1,2,1,0.195,28.48,8.48,0,1
"2013","6_2_15_12pm",52,2,0.44,18.06,"0-2-4-1",5,0,2,4,1,0.72,58.06,18.06,0,1
"612","6_2_15_12pm",52,3,0.39,38.48,"0.75-2-2-1",16,0.75,2,2,1,0.32,38.48,18.48,1,0
"1962","6_2_15_12pm",52,4,0.5,57.5,"1-2-4-1",23,1,2,4,1,0.25,57.5,17.5,1,0
"992","6_2_15_12pm",52,5,0.39,36.96,"0.25-2-2-2",9,0.25,2,2,2,0.57,36.96,16.96,1,0
"432","6_2_15_12pm",52,6,0.5,37.5,"0-2-2-1",3,0,2,2,1,0.75,37.5,17.5,1,0
"2812","6_2_15_12pm",52,7,0.31,38.08,"0-2-2-2",4,0,2,2,2,0.655,38.08,18.08,1,0
"1242","6_2_15_12pm",52,8,0.31,18.08,"0.5-2-2-2",13,0.5,2,2,2,0.405,38.08,18.08,0,1
"682","6_2_15_12pm",52,9,0.44,56.13,"0-2-4-2",6,0,2,4,2,0.72,56.13,16.13,1,0
"613","6_2_15_12pm",52,10,0.24,9.42,"0-1-4-1",2,0,1,4,1,0.62,49.42,9.42,0,1
"1062","6_2_15_12pm",52,11,0.46,55.77,"1-2-4-2",24,1,2,4,2,0.23,55.77,15.77,1,0
"1992","6_2_15_12pm",52,12,0.39,18.48,"1-2-2-1",21,1,2,2,1,0.195,38.48,18.48,0,1
"1662","6_2_15_12pm",52,13,0.42,16.47,"0.75-2-2-2",17,0.75,2,2,2,0.335,36.47,16.47,0,1
"1862","6_2_15_12pm",52,14,0.32,38.98,"0.5-2-2-1",12,0.5,2,2,1,0.41,38.98,18.98,1,0
"1392","6_2_15_12pm",52,15,0.25,9.37,"1-1-4-1",20,1,1,4,1,0.125,49.38,9.38,0,1
"1132","6_2_15_12pm",52,16,0.29,9.16,"0-1-2-1",1,0,1,2,1,0.645,29.16,9.16,0,1
"1482","6_2_15_12pm",52,17,0.36,8.7,"0.5-1-2-1",11,0.5,1,2,1,0.43,28.7,8.7,0,1
"1652","6_2_15_12pm",52,18,0.48,35.39,"1-2-2-2",22,1,2,2,2,0.24,35.39,15.39,1,0
"792","6_2_15_12pm",52,19,0.4,28.4,"0.25-1-2-1",7,0.25,1,2,1,0.575,28.4,8.4,1,0
"1432","6_2_15_12pm",53,1,1,0,"1-1-4-1",20,1,1,4,1,0.5,40,0,0,1
"1152","6_2_15_12pm",53,2,1,20,"0-1-2-1",1,0,1,2,1,1,20,0,1,0
"542","6_2_15_12pm",53,3,1,0,"1-1-2-1",19,1,1,2,1,0.5,20,0,0,1
"752","6_2_15_12pm",53,4,0.69,50.48,"0-2-4-2",6,0,2,4,2,0.845,50.48,10.48,1,0
"1542","6_2_15_12pm",53,5,0.99,20.2,"0.5-1-2-1",11,0.5,1,2,1,0.745,20.2,0.2,1,0
"1722","6_2_15_12pm",53,6,1,20,"0.75-2-2-2",17,0.75,2,2,2,0.625,20,0,1,0
"813","6_2_15_12pm",53,7,1,30,"0.75-2-2-1",16,0.75,2,2,1,0.625,30,10,1,0
"882","6_2_15_12pm",53,8,1,20,"0.25-1-2-1",7,0.25,1,2,1,0.875,20,0,1,0
"1813","6_2_15_12pm",53,9,1,30,"0.5-2-2-1",12,0.5,2,2,1,0.75,30,10,1,0
"662","6_2_15_12pm",53,10,1,40,"0-1-4-1",2,0,1,4,1,1,40,0,1,0
"2712","6_2_15_12pm",53,11,0.29,38.32,"0-2-2-2",4,0,2,2,2,0.645,38.32,18.32,1,0
"1213","6_2_15_12pm",53,12,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"1932","6_2_15_12pm",53,13,1,50,"1-2-4-1",23,1,2,4,1,0.5,50,10,1,0
"1042","6_2_15_12pm",53,14,1,40,"1-2-4-2",24,1,2,4,2,0.5,40,0,1,0
"942","6_2_15_12pm",53,15,0.7,30.2,"0.25-2-2-2",9,0.25,2,2,2,0.725,30.2,10.2,1,0
"402","6_2_15_12pm",53,16,1,30,"0-2-2-1",3,0,2,2,1,1,30,10,1,0
"1642","6_2_15_12pm",53,17,1,0,"1-2-2-2",22,1,2,2,2,0.5,20,0,0,1
"1282","6_2_15_12pm",53,18,1,20,"0.5-2-2-2",13,0.5,2,2,2,0.75,20,0,1,0
"2092","6_2_15_12pm",53,19,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"1104","6_3_15_12pm",62,1,0.86,25.21,"0-2-2-2",4,0,2,2,2,0.93,25.21,5.21,1,0
"2014","6_3_15_12pm",62,2,0.7,10.2,"1-2-2-2",22,1,2,2,2,0.35,30.2,10.2,0,1
"3712","6_3_15_12pm",62,3,0.68,5.38,"1-1-2-1",19,1,1,2,1,0.34,25.38,5.38,0,1
"493","6_3_15_12pm",62,4,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"614","6_3_15_12pm",62,5,1,30,"1-2-2-1",21,1,2,2,1,0.5,30,10,1,0
"863","6_3_15_12pm",62,6,0.7,10.2,"0-2-4-2",6,0,2,4,2,0.85,50.2,10.2,0,1
"923","6_3_15_12pm",62,7,0.7,35.1,"0-2-2-1",3,0,2,2,1,0.85,35.1,15.1,1,0
"1183","6_3_15_12pm",62,8,0.84,52.94,"0.75-2-4-1",18,0.75,2,4,1,0.545,52.94,12.94,1,0
"1343","6_3_15_12pm",62,9,0.81,33.44,"0.5-2-2-1",12,0.5,2,2,1,0.655,33.44,13.44,1,0
"1483","6_3_15_12pm",62,10,1,50,"0.5-2-4-1",14,0.5,2,4,1,0.75,50,10,1,0
"1523","6_3_15_12pm",62,11,0.76,34.22,"0.75-2-2-1",16,0.75,2,2,1,0.505,34.22,14.22,1,0
"1673","6_3_15_12pm",62,12,0.7,45.1,"0-1-4-1",2,0,1,4,1,0.85,45.1,5.1,1,0
"1933","6_3_15_12pm",62,13,0.46,55.77,"1-2-4-2",24,1,2,4,2,0.23,55.77,15.77,1,0
"1963","6_3_15_12pm",62,14,0.65,5.77,"0-1-2-1",1,0,1,2,1,0.825,25.78,5.77,0,1
"2122","6_3_15_12pm",62,15,0.56,6.86,"1-1-4-1",20,1,1,4,1,0.28,46.86,6.86,0,1
"2322","6_3_15_12pm",62,16,0.82,53.28,"0.25-2-4-1",10,0.25,2,4,1,0.785,53.28,13.28,1,0
"2432","6_3_15_12pm",62,17,1,50,"0-2-4-1",5,0,2,4,1,1,50,10,1,0
"2602","6_3_15_12pm",62,18,1,30,"0.25-2-2-1",8,0.25,2,2,1,0.875,30,10,1,0
"833","6_3_15_12pm",73,1,0.5,55,"0-2-4-2",6,0,2,4,2,0.75,55,15,1,0
"1283","6_3_15_12pm",73,2,0.6,36.4,"0.5-2-2-1",12,0.5,2,2,1,0.55,36.4,16.4,1,0
"2272","6_3_15_12pm",73,3,0.7,55.1,"0.25-2-4-1",10,0.25,2,4,1,0.725,55.1,15.1,1,0
"1373","6_3_15_12pm",73,4,0.7,55.1,"0.5-2-4-1",14,0.5,2,4,1,0.6,55.1,15.1,1,0
"1923","6_3_15_12pm",73,5,0.5,55,"1-2-4-2",24,1,2,4,2,0.25,55,15,1,0
"1214","6_3_15_12pm",73,6,0.5,35,"0-2-2-2",4,0,2,2,2,0.75,35,15,1,0
"1614","6_3_15_12pm",73,7,0.5,15,"1-2-2-2",22,1,2,2,2,0.25,35,15,0,1
"533","6_3_15_12pm",73,8,1,10,"1-2-4-1",23,1,2,4,1,0.5,50,10,0,1
"2232","6_3_15_12pm",73,9,0.02,10,"1-1-4-1",20,1,1,4,1,0.01,50,10,0,1
"1583","6_3_15_12pm",73,10,0,40,"0.75-2-2-1",16,0.75,2,2,1,0.125,40,20,1,0
"1733","6_3_15_12pm",73,11,0.25,9.37,"0-1-4-1",2,0,1,4,1,0.625,49.38,9.38,0,1
"1043","6_3_15_12pm",73,12,0,20,"0-2-2-1",3,0,2,2,1,0.5,40,20,0,1
"2702","6_3_15_12pm",73,13,0.3,19.1,"0.25-2-2-1",8,0.25,2,2,1,0.525,39.1,19.1,0,1
"673","6_3_15_12pm",73,14,0.3,19.1,"1-2-2-1",21,1,2,2,1,0.15,39.1,19.1,0,1
"1114","6_3_15_12pm",73,15,1,50,"0.75-2-4-1",18,0.75,2,4,1,0.625,50,10,1,0
"2492","6_3_15_12pm",73,16,0.02,60,"0-2-4-1",5,0,2,4,1,0.51,60,20,1,0
"2003","6_3_15_12pm",73,17,0.02,30,"0-1-2-1",1,0,1,2,1,0.51,30,10,1,0
"3612","6_3_15_12pm",73,18,0.5,27.5,"1-1-2-1",19,1,1,2,1,0.25,27.5,7.5,1,0
"1903","6_3_15_12pm",74,1,0.27,18.54,"1-2-4-2",24,1,2,4,2,0.135,58.54,18.54,0,1
"395","6_3_15_12pm",74,2,0.1,9.9,"1-1-2-1",19,1,1,2,1,0.05,29.9,9.9,0,1
"1593","6_3_15_12pm",74,3,0.83,33.11,"0.75-2-2-1",16,0.75,2,2,1,0.54,33.11,13.11,1,0
"2282","6_3_15_12pm",74,4,0.36,18.7,"0.25-2-4-1",10,0.25,2,4,1,0.555,58.7,18.7,0,1
"1263","6_3_15_12pm",74,5,0.59,16.52,"0.5-2-2-1",12,0.5,2,2,1,0.545,36.52,16.52,0,1
"1714","6_3_15_12pm",74,6,0.2,49.6,"0-1-4-1",2,0,1,4,1,0.6,49.6,9.6,1,0
"883","6_3_15_12pm",74,7,0.07,59.9,"0-2-4-2",6,0,2,4,2,0.535,59.9,19.9,1,0
"2482","6_3_15_12pm",74,8,0,60,"0-2-4-1",5,0,2,4,1,0.5,60,20,1,0
